month,med_name,total_packs,total_value,stock_movement
2025-12-01,Palladia (Toceranib Phosphate),18.5,2220.0,stock in
2025-12-01,VetriScience Perio Support,2.16,60.480000000000004,stock in
2025-12-01,FungalGuard,1.3,52.0,stock in
2025-12-01,SlimPaws,10.12,354.2,stock in
2025-12-01,Prednisolone,4.24,93.28,stock in
2025-12-01,Hill's Prescription Diet w/d,9.8,735.0,stock in
2025-12-01,Rimadyl (Carprofen),13.5,607.5,stock in
2025-12-01,Vetmedin (Pimobendan),96.0,5760.0,stock in
2025-12-01,UroVet,4.36,122.08000000000001,stock in
2025-12-01,Adequan Canine,51.0,2550.0,stock in
2025-12-01,BoneHeal,0.22,8.8,stock in
2025-12-01,DiarStop,12.65,189.75,stock in
2025-12-01,Levothyroxine,3.9,78.0,stock in
2025-12-01,Canine Eye Health,10.3,309.0,stock in
2025-12-01,Nutra Thrive Canine,10.12,607.19999999999993,stock in
2026-01-01,Cystaid,6.5,195.0,stock in
2026-01-01,Adequan Canine,13.0,650.0,stock in
2026-01-01,Nutra Thrive Canine,7.02,421.2,stock in
2026-01-01,CardioVet,4.16,208.0,stock in
2024-01-01,Griseofulvin,7.5,300.0,stock out
2024-01-01,Enzymatic Dental Gel,0.21999999999999997,2.6400000000000006,stock out
2024-01-01,Metronidazole,11.0,110.0,stock out
2024-01-01,OncoCare,0.06,3.0,stock out
2024-01-01,Nutra Thrive Canine,0.3,15.0,stock out
2024-01-01,Fenbendazole (Panacur),2.0,80.0,stock out
2024-01-01,FlexiJoint (Dog),0.02,0.6,stock out
2024-01-01,ArthriFlex,0.64000000000000012,22.4,stock out
2024-01-01,CushiVet,0.18,7.2,stock out
2024-01-01,CardioVet,0.32,5.76,stock out
2024-01-01,Atopica (Cyclosporine),4.0,300.0,stock out
2024-01-01,Phenobarbital,2.5,125.0,stock out
2024-01-01,FungalGuard,0.18,3.2399999999999993,stock out
2024-01-01,Zyrtec (Cetirizine),0.6,15.0,stock out
2024-01-01,Dasuquin Advanced,1.5500000000000007,85.25,stock out
2024-01-01,UroVet,5.0999999999999988,127.5,stock out
2024-01-01,EyeClear,0.99999999999999989,20.0,stock out
2024-01-01,FleaStop,0.3600000000000001,5.4000000000000012,stock out
2024-01-01,Cystaid,5.0,225.0,stock out
2024-01-01,Virbac C.E.T. Enzymatic Oral Gel,3.2000000000000006,57.600000000000016,stock out
2024-01-01,BoneHeal,0.34,13.600000000000003,stock out
2024-01-01,Clavamox (Amoxicillin/Clavulanic),12.0,537.5,stock out
2024-01-01,Palladia (Toceranib Phosphate),8.0,4000.0,stock out
2024-01-01,Beano,0.30000000000000004,6.0,stock out
2024-01-01,Prednisolone,0.15000000000000002,3.75,stock out
2024-01-01,GingivaPlus,0.27,5.3999999999999995,stock out
2024-01-01,Frontline Plus,18.0,900.0,stock out
2024-01-01,Rimadyl (Carprofen),2.0,40.0,stock out
2024-01-01,Adequan Canine Injection,10.0,800.0,stock out
2024-01-01,Levothyroxine,0.39999999999999997,6.0,stock out
2024-01-01,EarClear,0.6,7.2000000000000011,stock out
2024-01-01,DiarStop,2.97,44.550000000000004,stock out
2024-01-01,Enrofloxacin (Baytril),5.0,150.0,stock out
2024-01-01,Vetmedin (Pimobendan),23.0,1150.0,stock out
2024-01-01,SlimPaws,0.45000000000000018,8.9999999999999982,stock out
2024-01-01,Gabapentin,6.0,150.0,stock out
2024-01-01,Adequan Canine,9.0,810.0,stock out
2024-01-01,ThyroVet,1.2600000000000007,37.800000000000011,stock out
2024-01-01,Petromalt,1.6000000000000003,16.0,stock out
2024-01-01,WetTailMed,0.79999999999999993,8.0,stock out
2024-01-01,Tobrex (Tobramycin),11.0,385.0,stock out
2024-01-01,RetinoGuard,1.2,48.0,stock out
2024-01-01,Hill's Prescription Diet w/d,1.2000000000000004,60.0,stock out
2024-02-01,Levothyroxine,0.2,3.0,stock out
2024-02-01,ThyroVet,0.56,16.8,stock out
2024-02-01,Gabapentin,18.0,450.0,stock out
2024-02-01,Griseofulvin,17.5,700.0,stock out
2024-02-01,CushiVet,1.0500000000000007,42.000000000000014,stock out
2024-02-01,DiarStop,15.180000000000001,227.69999999999982,stock out
2024-02-01,WormAway,0.66000000000000036,7.9200000000000026,stock out
2024-02-01,VetriScience Perio Support,0.04,1.0,stock out
2024-02-01,Torbutrol (Butorphanol Tartrate),3.0,30.0,stock out
2024-02-01,SlimPaws,1.5300000000000011,30.60000000000003,stock out
2024-02-01,BoneHeal,0.92000000000000048,36.8,stock out
2024-02-01,Cerenia (Maropitant),5.0,125.0,stock out
2024-02-01,OtitisClean,0.4,7.2,stock out
2024-02-01,Palladia (Toceranib Phosphate),11.5,5750.0,stock out
2024-02-01,Virbac C.E.T. Enzymatic Oral Gel,3.8000000000000012,68.4,stock out
2024-02-01,WormGuard,0.33000000000000007,3.9599999999999991,stock out
2024-02-01,Clavamox (Amoxicillin/Clavulanic),28.0,1150.0,stock out
2024-02-01,Metronidazole,29.0,290.0,stock out
2024-02-01,Frontline Plus,31.0,1550.0,stock out
2024-02-01,Enrofloxacin (Baytril),3.5,105.0,stock out
2024-02-01,Tobrex (Tobramycin),19.0,665.0,stock out
2024-02-01,Cystaid,3.0,135.0,stock out
2024-02-01,Atopica (Cyclosporine),18.5,1387.5,stock out
2024-02-01,Adequan Canine,45.0,4050.0,stock out
2024-02-01,EyeClear,1.8000000000000005,36.0,stock out
2024-02-01,ArthriFlex,1.3600000000000003,47.599999999999987,stock out
2024-02-01,FungalGuard,0.32,5.7600000000000007,stock out
2024-02-01,Beano,1.9000000000000006,38.0,stock out
2024-02-01,RetinoGuard,0.79999999999999993,32.0,stock out
2024-02-01,Adequan Canine Injection,1.0,80.0,stock out
2024-02-01,Fenbendazole (Panacur),10.0,400.0,stock out
2024-02-01,Vetmedin (Pimobendan),69.0,3450.0,stock out
2024-02-01,Renal Support RX (Cat),0.68,17.0,stock out
2024-02-01,Otomax (Mometasone Furoate),3.8000000000000012,114.0,stock out
2024-02-01,Enzymatic Dental Gel,0.3,3.6000000000000014,stock out
2024-02-01,OncoCare,0.51000000000000023,25.5,stock out
2024-02-01,Rimadyl (Carprofen),6.5,130.0,stock out
2024-02-01,Zyrtec (Cetirizine),11.700000000000006,292.5,stock out
2024-02-01,Methimazole,3.75,112.5,stock out
2024-02-01,CardioVet,2.7200000000000011,48.959999999999987,stock out
2024-02-01,Nutra Thrive Canine,0.25999999999999995,13.0,stock out
2024-02-01,Dermacure,0.16,2.8799999999999994,stock out
2024-02-01,UroVet,8.3299999999999983,208.25,stock out
2024-02-01,FleaGuard,0.30000000000000004,4.5000000000000009,stock out
2024-02-01,FlexiJoint (Dog),0.78000000000000036,23.400000000000013,stock out
2024-02-01,Prednisolone,0.39999999999999997,10.0,stock out
2024-02-01,Dasuquin Advanced,3.7999999999999945,209.0,stock out
2024-02-01,AllerEx,0.42000000000000015,9.24,stock out
2024-02-01,Petromalt,1.8000000000000005,18.0,stock out
2024-02-01,OraVet Dental Gel,2.5,50.0,stock out
2024-02-01,Canine Eye Health,0.50000000000000011,29.999999999999989,stock out
2024-02-01,WetTailMed,2.3000000000000007,23.0,stock out
2024-02-01,EarClear,2.1000000000000005,25.199999999999992,stock out
2024-02-01,Tresaderm (Antibiotic Drops),4.5,112.5,stock out
2024-02-01,Phenobarbital,9.0,450.0,stock out
2024-02-01,Hill's Prescription Diet w/d,0.39999999999999997,20.0,stock out
2024-02-01,FleaStop,0.60000000000000031,9.0,stock out
2024-03-01,OtitisClean,2.600000000000001,46.799999999999983,stock out
2024-03-01,Levothyroxine,0.3,4.5,stock out
2024-03-01,RetinoGuard,2.0000000000000004,80.0,stock out
2024-03-01,FungalGuard,2.1200000000000014,38.159999999999961,stock out
2024-03-01,Otomax (Mometasone Furoate),7.2000000000000037,216.0,stock out
2024-03-01,OraVet Dental Gel,14.0,280.0,stock out
2024-03-01,Cystaid,11.5,517.5,stock out
2024-03-01,Virbac C.E.T. Enzymatic Oral Gel,14.59999999999998,262.79999999999973,stock out
2024-03-01,Enzymatic Dental Gel,1.0400000000000005,12.480000000000009,stock out
2024-03-01,ArthriFlex,13.479999999999977,471.79999999999973,stock out
2024-03-01,Hill's Prescription Diet w/d,1.3000000000000005,65.0,stock out
2024-03-01,Torbutrol (Butorphanol Tartrate),8.5,85.0,stock out
2024-03-01,Renal Support RX (Cat),4.0799999999999992,102.0,stock out
2024-03-01,Griseofulvin,26.5,1060.0,stock out
2024-03-01,CardioVet,3.6000000000000019,64.799999999999969,stock out
2024-03-01,Canine Eye Health,0.9400000000000005,56.400000000000048,stock out
2024-03-01,FlexiJoint (Dog),2.2400000000000015,67.200000000000074,stock out
2024-03-01,Dermacure,0.02,0.36,stock out
2024-03-01,UroVet,11.899999999999997,297.5,stock out
2024-03-01,Clavamox (Amoxicillin/Clavulanic),73.5,3095.0,stock out
2024-03-01,RespiraTonic,0.18,2.6999999999999997,stock out
2024-03-01,WetTailMed,2.0000000000000004,20.0,stock out
2024-03-01,Nutra Thrive Canine,1.1800000000000006,59.0,stock out
2024-03-01,Methimazole,18.5,555.0,stock out
2024-03-01,AllerEx,1.1100000000000008,24.42,stock out
2024-03-01,Cerenia (Maropitant),56.0,1400.0,stock out
2024-03-01,Rimadyl (Carprofen),29.5,590.0,stock out
2024-03-01,WormAway,1.0500000000000007,12.599999999999996,stock out
2024-03-01,GingivaPlus,0.3600000000000001,7.1999999999999984,stock out
2024-03-01,Tobrex (Tobramycin),26.0,910.0,stock out
2024-03-01,Phenobarbital,13.0,650.0,stock out
2024-03-01,Cephalexin (500 mg),10.0,200.0,stock out
2024-03-01,Tresaderm (Antibiotic Drops),10.0,250.0,stock out
2024-03-01,DiarStop,6.9300000000000006,103.95000000000003,stock out
2024-03-01,CushiVet,3.0599999999999947,122.4000000000002,stock out
2024-03-01,FleaGuard,1.1700000000000008,17.549999999999986,stock out
2024-03-01,Petromalt,1.4000000000000001,14.0,stock out
2024-03-01,OncoCare,2.3399999999999994,117.0,stock out
2024-03-01,SlimPaws,2.0400000000000014,40.800000000000054,stock out
2024-03-01,Adequan Canine,37.0,3330.0,stock out
2024-03-01,Gabapentin,22.5,562.5,stock out
2024-03-01,Beano,4.1000000000000014,82.0,stock out
2024-03-01,FleaStop,1.6200000000000012,24.299999999999976,stock out
2024-03-01,BoneHeal,0.90000000000000047,36.0,stock out
2024-03-01,EyeClear,6.3999999999999932,128.0,stock out
2024-03-01,Atopica (Cyclosporine),24.5,1837.5,stock out
2024-03-01,Fenbendazole (Panacur),18.0,720.0,stock out
2024-03-01,Prednisolone,1.2100000000000006,21.669999999999998,stock out
2024-03-01,Adequan Canine Injection,48.0,3840.0,stock out
2024-03-01,Zyrtec (Cetirizine),12.600000000000009,315.0,stock out
2024-03-01,Frontline Plus,49.0,2450.0,stock out
2024-03-01,Metronidazole,23.0,230.0,stock out
2024-03-01,Dasuquin Advanced,7.0499999999999829,387.75,stock out
2024-03-01,Enrofloxacin (Baytril),7.0,210.0,stock out
2024-03-01,Palladia (Toceranib Phosphate),16.5,8250.0,stock out
2024-03-01,ThyroVet,3.7799999999999971,113.39999999999989,stock out
2024-03-01,WormGuard,1.0800000000000007,12.959999999999996,stock out
2024-03-01,Vetmedin (Pimobendan),162.0,8100.0,stock out
2024-03-01,EarClear,2.9000000000000012,34.8,stock out
2024-04-01,Clavamox (Amoxicillin/Clavulanic),54.5,2297.5,stock out
2024-04-01,OtitisClean,4.9999999999999982,89.999999999999915,stock out
2024-04-01,Levothyroxine,3.2999999999999963,49.5,stock out
2024-04-01,Enzymatic Dental Gel,0.58000000000000018,6.9600000000000044,stock out
2024-04-01,Vetmedin (Pimobendan),173.0,8650.0,stock out
2024-04-01,FleaStop,1.1700000000000008,17.549999999999986,stock out
2024-04-01,Palladia (Toceranib Phosphate),43.5,21750.0,stock out
2024-04-01,Methimazole,21.25,637.5,stock out
2024-04-01,FungalGuard,2.0200000000000014,36.359999999999964,stock out
2024-04-01,Tobrex (Tobramycin),49.0,1715.0,stock out
2024-04-01,Atopica (Cyclosporine),36.0,2700.0,stock out
2024-04-01,WormGuard,2.399999999999999,28.799999999999972,stock out
2024-04-01,Tresaderm (Antibiotic Drops),13.5,337.5,stock out
2024-04-01,RespiraTonic,0.96000000000000041,14.400000000000004,stock out
2024-04-01,Torbutrol (Butorphanol Tartrate),10.0,100.0,stock out
2024-04-01,Virbac C.E.T. Enzymatic Oral Gel,8.6000000000000014,154.79999999999987,stock out
2024-04-01,FlexiJoint (Dog),2.2400000000000015,67.200000000000074,stock out
2024-04-01,EarClear,2.5000000000000009,29.999999999999989,stock out
2024-04-01,Dermacure,0.16,2.8799999999999994,stock out
2024-04-01,Frontline Plus,69.0,3450.0,stock out
2024-04-01,AllerEx,2.9099999999999957,64.01999999999984,stock out
2024-04-01,Renal Support RX (Cat),3.9099999999999988,97.75,stock out
2024-04-01,Phenobarbital,14.0,700.0,stock out
2024-04-01,Zyrtec (Cetirizine),14.400000000000013,360.0,stock out
2024-04-01,DiarStop,17.159999999999997,257.39999999999975,stock out
2024-04-01,Beano,3.800000000000002,76.0,stock out
2024-04-01,BoneHeal,2.0200000000000014,80.799999999999841,stock out
2024-04-01,Hill's Prescription Diet w/d,3.3499999999999961,167.5,stock out
2024-04-01,Adequan Canine,50.0,4500.0,stock out
2024-04-01,CardioVet,8.5600000000000058,154.07999999999984,stock out
2024-04-01,Enrofloxacin (Baytril),9.0,270.0,stock out
2024-04-01,Dasuquin Advanced,11.050000000000022,607.75,stock out
2024-04-01,RetinoGuard,5.899999999999995,236.0,stock out
2024-04-01,FleaGuard,1.5900000000000012,23.849999999999977,stock out
2024-04-01,ArthriFlex,12.459999999999972,436.09999999999957,stock out
2024-04-01,OncoCare,1.7700000000000014,88.5,stock out
2024-04-01,Fenbendazole (Panacur),21.0,840.0,stock out
2024-04-01,Petromalt,3.9000000000000021,39.0,stock out
2024-04-01,Prednisolone,1.680000000000001,31.859999999999992,stock out
2024-04-01,CushiVet,5.1899999999999986,207.59999999999945,stock out
2024-04-01,OraVet Dental Gel,18.75,375.0,stock out
2024-04-01,EyeClear,5.4999999999999964,110.0,stock out
2024-04-01,Nutra Thrive Canine,0.86000000000000043,43.0,stock out
2024-04-01,UroVet,14.109999999999996,352.75,stock out
2024-04-01,Metronidazole,59.0,590.0,stock out
2024-04-01,WormAway,1.350000000000001,16.199999999999992,stock out
2024-04-01,Gabapentin,18.5,462.5,stock out
2024-04-01,Rimadyl (Carprofen),31.5,630.0,stock out
2024-04-01,Adequan Canine Injection,43.0,3440.0,stock out
2024-04-01,SlimPaws,2.6999999999999971,54.000000000000085,stock out
2024-04-01,ThyroVet,4.2699999999999978,128.09999999999985,stock out
2024-04-01,Canine Eye Health,1.7800000000000011,106.80000000000017,stock out
2024-04-01,GingivaPlus,0.75000000000000044,14.999999999999995,stock out
2024-04-01,Cystaid,26.5,1192.5,stock out
2024-04-01,VetriScience Perio Support,0.3,7.5,stock out
2024-04-01,Otomax (Mometasone Furoate),4.6000000000000014,138.0,stock out
2024-04-01,Griseofulvin,25.5,1020.0,stock out
2024-04-01,WetTailMed,2.2000000000000006,22.0,stock out
2024-04-01,Cerenia (Maropitant),24.0,600.0,stock out
2024-04-01,Cephalexin (500 mg),15.0,300.0,stock out
2024-05-01,Hill's Prescription Diet w/d,2.6499999999999986,132.5,stock out
2024-05-01,Methimazole,18.0,540.0,stock out
2024-05-01,Gabapentin,43.0,1075.0,stock out
2024-05-01,Phenobarbital,28.5,1425.0,stock out
2024-05-01,Adequan Canine,45.0,4050.0,stock out
2024-05-01,Zyrtec (Cetirizine),13.20000000000001,330.0,stock out
2024-05-01,GingivaPlus,0.39000000000000012,7.799999999999998,stock out
2024-05-01,EyeClear,8.2999999999999865,166.0,stock out
2024-05-01,FleaGuard,1.8600000000000014,27.89999999999997,stock out
2024-05-01,SlimPaws,2.3699999999999992,47.40000000000007,stock out
2024-05-01,FungalGuard,1.8400000000000012,33.119999999999969,stock out
2024-05-01,CardioVet,11.360000000000008,204.47999999999976,stock out
2024-05-01,Cerenia (Maropitant),85.0,2125.0,stock out
2024-05-01,Cephalexin (500 mg),9.0,180.0,stock out
2024-05-01,ArthriFlex,19.639999999999944,687.39999999999986,stock out
2024-05-01,Clavamox (Amoxicillin/Clavulanic),76.0,3170.0,stock out
2024-05-01,Dermacure,0.46000000000000013,8.2800000000000029,stock out
2024-05-01,Cystaid,35.5,1597.5,stock out
2024-05-01,RetinoGuard,6.7999999999999918,272.0,stock out
2024-05-01,VetriScience Perio Support,0.68000000000000027,17.0,stock out
2024-05-01,DiarStop,31.019999999999925,465.29999999999927,stock out
2024-05-01,Palladia (Toceranib Phosphate),33.5,16750.0,stock out
2024-05-01,AllerEx,4.5899999999999936,100.97999999999965,stock out
2024-05-01,FleaStop,1.7100000000000013,25.649999999999974,stock out
2024-05-01,Dasuquin Advanced,12.400000000000041,682.0,stock out
2024-05-01,Atopica (Cyclosporine),54.5,4087.5,stock out
2024-05-01,Petromalt,7.7999999999999883,78.0,stock out
2024-05-01,Virbac C.E.T. Enzymatic Oral Gel,20.19999999999996,363.60000000000036,stock out
2024-05-01,Enzymatic Dental Gel,0.92000000000000048,11.040000000000008,stock out
2024-05-01,Adequan Canine Injection,54.0,4320.0,stock out
2024-05-01,Vetmedin (Pimobendan),197.0,9850.0,stock out
2024-05-01,Frontline Plus,47.0,2350.0,stock out
2024-05-01,Torbutrol (Butorphanol Tartrate),5.0,50.0,stock out
2024-05-01,CushiVet,3.479999999999992,139.2000000000001,stock out
2024-05-01,Rimadyl (Carprofen),58.0,1160.0,stock out
2024-05-01,RespiraTonic,3.6000000000000028,53.999999999999943,stock out
2024-05-01,EarClear,4.6999999999999993,56.400000000000048,stock out
2024-05-01,WetTailMed,4.4,44.0,stock out
2024-05-01,Renal Support RX (Cat),8.3299999999999983,208.25,stock out
2024-05-01,Tobrex (Tobramycin),64.0,2240.0,stock out
2024-05-01,Prednisolone,3.1300000000000003,56.409999999999989,stock out
2024-05-01,WormGuard,1.9200000000000015,23.039999999999981,stock out
2024-05-01,OncoCare,3.479999999999992,174.0,stock out
2024-05-01,Nutra Thrive Canine,0.70000000000000029,35.0,stock out
2024-05-01,Canine Eye Health,1.4800000000000009,88.800000000000125,stock out
2024-05-01,ThyroVet,11.130000000000026,333.90000000000038,stock out
2024-05-01,Fenbendazole (Panacur),49.0,1960.0,stock out
2024-05-01,WormAway,1.7700000000000014,21.239999999999984,stock out
2024-05-01,UroVet,19.720000000000031,493.0,stock out
2024-05-01,FlexiJoint (Dog),1.7200000000000011,51.60000000000008,stock out
2024-05-01,Metronidazole,96.0,960.0,stock out
2024-05-01,Tresaderm (Antibiotic Drops),36.0,900.0,stock out
2024-05-01,Levothyroxine,2.4499999999999993,36.75,stock out
2024-05-01,Otomax (Mometasone Furoate),16.999999999999972,510.0,stock out
2024-05-01,Enrofloxacin (Baytril),33.5,1005.0,stock out
2024-05-01,BoneHeal,2.4800000000000018,99.199999999999775,stock out
2024-05-01,Beano,4.5,90.0,stock out
2024-05-01,OtitisClean,7.599999999999989,136.7999999999999,stock out
2024-05-01,Griseofulvin,51.5,2060.0,stock out
2024-05-01,OraVet Dental Gel,17.0,340.0,stock out
2024-06-01,Enzymatic Dental Gel,0.38000000000000006,4.5600000000000023,stock out
2024-06-01,OncoCare,2.5799999999999979,129.0,stock out
2024-06-01,Methimazole,29.0,870.0,stock out
2024-06-01,Levothyroxine,5.9999999999999867,90.0,stock out
2024-06-01,DiarStop,39.599999999999881,593.99999999999989,stock out
2024-06-01,Enrofloxacin (Baytril),27.0,810.0,stock out
2024-06-01,AllerEx,3.8999999999999893,85.799999999999727,stock out
2024-06-01,Palladia (Toceranib Phosphate),35.0,17500.0,stock out
2024-06-01,Dermacure,0.74000000000000032,13.319999999999995,stock out
2024-06-01,ThyroVet,10.990000000000025,329.70000000000033,stock out
2024-06-01,Virbac C.E.T. Enzymatic Oral Gel,13.199999999999985,237.59999999999974,stock out
2024-06-01,Cystaid,46.5,2092.5,stock out
2024-06-01,Gabapentin,37.0,925.0,stock out
2024-06-01,Metronidazole,89.0,890.0,stock out
2024-06-01,EyeClear,10.899999999999977,218.0,stock out
2024-06-01,Renal Support RX (Cat),10.879999999999997,272.0,stock out
2024-06-01,WetTailMed,4.2000000000000011,42.0,stock out
2024-06-01,CardioVet,12.480000000000009,224.63999999999973,stock out
2024-06-01,Adequan Canine,90.0,8100.0,stock out
2024-06-01,Hill's Prescription Diet w/d,2.6999999999999984,135.0,stock out
2024-06-01,Clavamox (Amoxicillin/Clavulanic),89.5,3812.5,stock out
2024-06-01,Dasuquin Advanced,12.850000000000048,706.75,stock out
2024-06-01,GingivaPlus,0.15,3.0,stock out
2024-06-01,Canine Eye Health,1.4200000000000008,85.200000000000117,stock out
2024-06-01,WormGuard,3.9599999999999889,47.519999999999946,stock out
2024-06-01,Petromalt,9.89999999999998,99.0,stock out
2024-06-01,RetinoGuard,8.8999999999999844,356.0,stock out
2024-06-01,VetriScience Perio Support,0.16,4.0,stock out
2024-06-01,Zyrtec (Cetirizine),10.800000000000004,270.0,stock out
2024-06-01,BoneHeal,3.5400000000000027,141.59999999999985,stock out
2024-06-01,Torbutrol (Butorphanol Tartrate),8.5,85.0,stock out
2024-06-01,ArthriFlex,18.319999999999943,641.20000000000209,stock out
2024-06-01,SlimPaws,1.5300000000000011,30.60000000000003,stock out
2024-06-01,Rimadyl (Carprofen),62.0,1240.0,stock out
2024-06-01,Adequan Canine Injection,67.0,5360.0,stock out
2024-06-01,Frontline Plus,60.0,3000.0,stock out
2024-06-01,EarClear,4.8999999999999986,58.800000000000054,stock out
2024-06-01,OraVet Dental Gel,16.0,320.0,stock out
2024-06-01,Cephalexin (500 mg),4.0,80.0,stock out
2024-06-01,CushiVet,7.2300000000000155,289.19999999999868,stock out
2024-06-01,FlexiJoint (Dog),2.6400000000000019,79.19999999999996,stock out
2024-06-01,Phenobarbital,33.5,1675.0,stock out
2024-06-01,Prednisolone,3.2899999999999978,55.729999999999983,stock out
2024-06-01,OtitisClean,8.0999999999999872,145.79999999999995,stock out
2024-06-01,Tobrex (Tobramycin),40.5,1417.5,stock out
2024-06-01,Nutra Thrive Canine,0.8200000000000004,41.0,stock out
2024-06-01,UroVet,13.429999999999996,335.75,stock out
2024-06-01,Griseofulvin,75.5,3020.0,stock out
2024-06-01,Tresaderm (Antibiotic Drops),44.0,1100.0,stock out
2024-06-01,Vetmedin (Pimobendan),327.0,16350.0,stock out
2024-06-01,Atopica (Cyclosporine),67.5,5062.5,stock out
2024-06-01,Cerenia (Maropitant),64.0,1600.0,stock out
2024-06-01,Beano,7.8999999999999879,158.0,stock out
2024-06-01,Fenbendazole (Panacur),76.0,3040.0,stock out
2024-06-01,Otomax (Mometasone Furoate),7.8000000000000043,234.0,stock out
2024-06-01,RespiraTonic,0.96000000000000041,14.400000000000004,stock out
2024-06-01,WormAway,1.8300000000000014,21.959999999999983,stock out
2024-06-01,FleaGuard,2.4599999999999986,36.899999999999991,stock out
2024-06-01,FungalGuard,2.5600000000000018,46.079999999999949,stock out
2024-06-01,FleaStop,3.1799999999999939,47.70000000000006,stock out
2024-07-01,Dasuquin Advanced,18.500000000000128,1017.5,stock out
2024-07-01,Griseofulvin,63.0,2520.0,stock out
2024-07-01,Petromalt,6.3999999999999932,64.0,stock out
2024-07-01,Frontline Plus,156.0,7800.0,stock out
2024-07-01,Renal Support RX (Cat),13.089999999999996,327.25,stock out
2024-07-01,Cystaid,47.5,2137.5,stock out
2024-07-01,FlexiJoint (Dog),3.6200000000000028,108.59999999999968,stock out
2024-07-01,Dermacure,0.68000000000000027,12.239999999999997,stock out
2024-07-01,Fenbendazole (Panacur),48.0,1920.0,stock out
2024-07-01,Prednisolone,5.5499999999999892,88.049999999999955,stock out
2024-07-01,Canine Eye Health,2.3400000000000016,140.40000000000009,stock out
2024-07-01,OtitisClean,8.2999999999999865,149.39999999999998,stock out
2024-07-01,ThyroVet,12.18000000000003,365.40000000000072,stock out
2024-07-01,DiarStop,27.719999999999942,415.79999999999939,stock out
2024-07-01,EarClear,11.799999999999974,141.60000000000008,stock out
2024-07-01,Cephalexin (500 mg),29.0,580.0,stock out
2024-07-01,Tresaderm (Antibiotic Drops),58.5,1462.5,stock out
2024-07-01,VetriScience Perio Support,0.4200000000000001,10.5,stock out
2024-07-01,FungalGuard,4.0600000000000014,73.079999999999913,stock out
2024-07-01,AllerEx,3.6899999999999906,81.179999999999751,stock out
2024-07-01,SlimPaws,2.4299999999999988,48.600000000000072,stock out
2024-07-01,OncoCare,3.629999999999991,181.5,stock out
2024-07-01,WetTailMed,7.6999999999999886,77.0,stock out
2024-07-01,Levothyroxine,3.6999999999999948,55.5,stock out
2024-07-01,Otomax (Mometasone Furoate),22.599999999999952,678.0,stock out
2024-07-01,GingivaPlus,1.2300000000000009,24.600000000000016,stock out
2024-07-01,Metronidazole,139.0,1390.0,stock out
2024-07-01,UroVet,28.050000000000114,701.25,stock out
2024-07-01,Atopica (Cyclosporine),83.5,6262.5,stock out
2024-07-01,Cerenia (Maropitant),58.0,1450.0,stock out
2024-07-01,CardioVet,13.840000000000011,249.11999999999969,stock out
2024-07-01,Adequan Canine,69.0,6210.0,stock out
2024-07-01,FleaStop,2.6699999999999973,40.050000000000011,stock out
2024-07-01,Gabapentin,31.0,775.0,stock out
2024-07-01,RetinoGuard,14.599999999999964,584.0,stock out
2024-07-01,Clavamox (Amoxicillin/Clavulanic),111.5,4605.0,stock out
2024-07-01,Nutra Thrive Canine,1.580000000000001,79.0,stock out
2024-07-01,Phenobarbital,58.0,2900.0,stock out
2024-07-01,Torbutrol (Butorphanol Tartrate),17.5,175.0,stock out
2024-07-01,Hill's Prescription Diet w/d,3.6999999999999948,185.0,stock out
2024-07-01,Rimadyl (Carprofen),64.5,1290.0,stock out
2024-07-01,Methimazole,39.75,1192.5,stock out
2024-07-01,Vetmedin (Pimobendan),363.0,18150.0,stock out
2024-07-01,BoneHeal,2.760000000000002,110.39999999999974,stock out
2024-07-01,CushiVet,6.9000000000000128,275.99999999999881,stock out
2024-07-01,Enrofloxacin (Baytril),36.5,1095.0,stock out
2024-07-01,Virbac C.E.T. Enzymatic Oral Gel,16.999999999999972,306.0,stock out
2024-07-01,WormAway,1.9800000000000015,23.75999999999998,stock out
2024-07-01,Zyrtec (Cetirizine),22.500000000000032,562.5,stock out
2024-07-01,ArthriFlex,22.779999999999934,797.30000000000064,stock out
2024-07-01,FleaGuard,3.9299999999999891,58.950000000000131,stock out
2024-07-01,Adequan Canine Injection,74.0,5920.0,stock out
2024-07-01,EyeClear,20.100000000000016,402.0,stock out
2024-07-01,RespiraTonic,0.8400000000000003,12.600000000000003,stock out
2024-07-01,Enzymatic Dental Gel,1.600000000000001,19.199999999999992,stock out
2024-07-01,Palladia (Toceranib Phosphate),45.0,22500.0,stock out
2024-07-01,Beano,4.0000000000000018,80.0,stock out
2024-07-01,WormGuard,4.2299999999999907,50.759999999999941,stock out
2024-07-01,Tobrex (Tobramycin),77.5,2712.5,stock out
2024-07-01,OraVet Dental Gel,25.25,505.0,stock out
2024-08-01,Gabapentin,19.0,475.0,stock out
2024-08-01,Palladia (Toceranib Phosphate),74.0,37000.0,stock out
2024-08-01,ArthriFlex,12.95999999999996,453.59999999999923,stock out
2024-08-01,CardioVet,14.480000000000011,260.6399999999997,stock out
2024-08-01,Atopica (Cyclosporine),116.5,8737.5,stock out
2024-08-01,SlimPaws,2.0700000000000012,41.400000000000055,stock out
2024-08-01,FungalGuard,3.6800000000000028,66.239999999999924,stock out
2024-08-01,Beano,9.6999999999999815,194.0,stock out
2024-08-01,Tobrex (Tobramycin),97.0,3395.0,stock out
