month_invoice,invoice_id,supplier,med_name,packs,price,total_price
2025-01-01,66SO0IXLAPGMD2YL,Vet Supplies Co.,Metronidazole,429.0,10,4290.0
2025-01-01,BFNE0O37ZJ8WWR8Q,Animal Meds Ltd.,Nutra Thrive Canine,12.56,60,753.6
2025-01-01,6SN12NU769DMBDQ3,Vet Pharma Inc.,OncoCare,16.5,85,1402.5
2025-01-01,927RPWW7T2XOQZM5,Vet Pharma Inc.,OraVet Dental Gel,42.0,25,1050.0
2025-01-01,1Y4X8RSZE50N8P5G,Pets Pharma,OtitisClean,43.400000000000006,15,651.0000000000001
2025-01-01,C9XBBA6YEDESRSC8,Vet Pharma Inc.,Otomax (Mometasone Furoate),74.6,45,3356.9999999999995
2025-01-01,3Q0B8WKVV0O8BWCB,Animal Meds Ltd.,Palladia (Toceranib Phosphate),183.5,120,22020.0
2025-01-01,3YAYQPOL79RTVQG1,Vet Supplies Co.,Petromalt,41.1,25,1027.5
2025-01-01,VSG7CZSJA0Q3MP39,Animal Meds Ltd.,Phenobarbital,128.5,30,3855.0
2025-01-01,IH8FVHGUHUW1BLTW,Pets Pharma,Prednisolone,19.77,22,434.94
2025-01-01,K4ZMX03QU5K8H53Q,Vet Supplies Co.,Renal Support RX (Cat),50.46,50,2523.0
2025-01-01,U1CMCMGLYC7UY496,Pets Pharma,RespiraTonic,16.04,30,481.2
2025-01-01,YI0PZB7M31ZNOMRY,Animal Meds Ltd.,RetinoGuard,50.7,50,2535.0
2025-01-01,PU7KJMM5IAH5EH5B,Pets Pharma,Rimadyl (Carprofen),385.5,45,17347.5
2025-01-01,A3MFXA1S5NMMOTIW,Pets Pharma,SlimPaws,13.629999999999999,35,477.04999999999995
2025-01-01,A1V407CY7QN6C23L,Vet Supplies Co.,ThyroVet,35.33,40,1413.1999999999998
2025-01-01,WO1H9IZ8MF1HXZIQ,Animal Meds Ltd.,Tobrex (Tobramycin),274.0,15,4110.0
2025-01-01,66RGWGLUIKL43U9R,Pets Pharma,Torbutrol (Butorphanol Tartrate),82.5,40,3300.0
2025-01-01,U3MW963K9JCHZSFV,Vet Pharma Inc.,Tresaderm (Antibiotic Drops),154.5,20,3090.0
2025-01-01,O4IXMRNDDHK3OOZV,Animal Meds Ltd.,UroVet,76.7,28,2147.6
2025-01-01,JRLM37P8E6NHR8LY,Pets Pharma,Vetmedin (Pimobendan),1337.0,60,80220.0
2025-01-01,KJOPAFPEWJHONTIQ,Vet Supplies Co.,VetriScience Perio Support,1.74,28,48.72
2025-01-01,VI0X6ZB1IZHQFJTJ,Vet Pharma Inc.,Virbac C.E.T. Enzymatic Oral Gel,109.2,15,1638.0
2025-01-01,WVLTEFZ8QDSQUNAJ,Vet Supplies Co.,WetTailMed,38.3,12,459.59999999999997
2025-01-01,ZDFS1P702O0ONXRT,Vet Supplies Co.,WormAway,12.7,10,127.0
2025-01-01,UHNF5PKXIVNOF090,Pets Pharma,WormGuard,13.43,15,201.45
2025-01-01,OSKL5BR41463MDB3,Vet Pharma Inc.,Zyrtec (Cetirizine),73.5,20,1470.0
2025-02-01,FH09TGOWFRGCYCEX,Pets Pharma,Adequan Canine,250.0,50,12500.0
2025-02-01,F92118A9NDHQ87TZ,Pets Pharma,Adequan Canine Injection,213.0,60,12780.0
2025-02-01,WV5AFSX621OY9AZX,Vet Pharma Inc.,AllerEx,15.76,22,346.71999999999997
2025-02-01,VW4BFSSGTEF2DWYV,Animal Meds Ltd.,ArthriFlex,3.5,30,105.0
2025-02-01,X6ATYJ03CQ7QHFWX,Pets Pharma,Arthroflex,50.6,35,1771.0
2025-02-01,W6C6FAFREB2HC4GW,Vet Supplies Co.,Atopica (Cyclosporine),214.5,90,19305.0
2025-02-01,RFY77I69E89YN2F6,Vet Pharma Inc.,Beano,29.700000000000003,20,594.0
2025-02-01,31F5PVFP3ICNH501,Vet Pharma Inc.,BoneHeal,12.54,40,501.59999999999997
2025-02-01,9QMJRPXJIBQGEBPK,Animal Meds Ltd.,Canine Eye Health,7.38,30,221.4
2025-02-01,1GLYN0Z0Y6RVP053,Vet Supplies Co.,CardioVet,48.68,50,2434.0
2025-02-01,T0E0SK6SFEKZSERN,Vet Pharma Inc.,Cephalexin (500 mg),129.0,20,2580.0
2025-02-01,E06WMFVZ7QAF2KWL,Vet Pharma Inc.,Cerenia (Maropitant),153.0,50,7650.0
2025-02-01,RY5NCM7IP9SYSAST,Vet Pharma Inc.,Clavamox (Amoxicillin + Clavulanic),211.0,25,5275.0
2025-02-01,U1W7NHFR3C1RAICN,Vet Supplies Co.,Clavamox (Amoxicillin/Clavulanic),207.0,25,5175.0
2025-02-01,B7QJJUNAXRSG4ZA0,Animal Meds Ltd.,CushiVet,28.38,45,1277.1
2025-02-01,S9UYX0HYK0H2D8RN,Vet Supplies Co.,Cystaid,105.0,30,3150.0
2025-02-01,QYGNU3WHASO6T8LI,Vet Supplies Co.,Dasuquin Advanced,49.45,70,3461.5
2025-02-01,YZX2XF30TO8A33S2,Animal Meds Ltd.,Dermacure,9.26,18,166.68
2025-02-01,IMEXIU3P72CLZLBP,Animal Meds Ltd.,DiarStop,149.27,15,2239.05
2025-02-01,O5C71DONJR0DR7FH,Animal Meds Ltd.,EarClear,26.5,10,265.0
2025-02-01,N0NVPSOYI78YHCHB,Animal Meds Ltd.,Enrofloxacin (Baytril),155.0,20,3100.0
2025-02-01,7PW8Q5F2SHC86CPM,Animal Meds Ltd.,Enzymatic Dental Gel,14.34,25,358.5
2025-02-01,6FRA64JDFW80AE4E,Pets Pharma,EyeClear,54.3,18,977.4
2025-02-01,9BX4IPTVJQX6T24W,Pets Pharma,Fenbendazole (Panacur),333.0,22,7326.0
2025-02-01,B1P1C7L44ABX5A0H,Vet Pharma Inc.,FleaGuard,13.48,20,269.6
2025-02-01,UEB2G7Z9RNRZ17D6,Vet Pharma Inc.,FleaStop,9.3,25,232.50000000000003
2025-02-01,4K4QNQ4FKUSHTZ2A,Animal Meds Ltd.,FlexiJoint (Dog),16.42,50,821.0000000000001
2025-02-01,CQOAZSL4UYGAMK2O,Pets Pharma,Frontline Plus,213.0,35,7455.0
2025-02-01,W6Z85JW0WGJYSGVO,Animal Meds Ltd.,FungalGuard,8.36,40,334.4
2025-02-01,S3LBSDKUB7LS4HHY,Vet Supplies Co.,Gabapentin,106.5,55,5857.5
2025-02-01,VTN395DV6ILHOP4A,Vet Pharma Inc.,GingivaPlus,13.39,28,374.92
2025-02-01,YT4NXHYM2Q8VPAKP,Animal Meds Ltd.,Griseofulvin,311.0,15,4665.0
2025-02-01,88K1EY8YY939SR9M,Vet Supplies Co.,Hill's Prescription Diet w/d,21.1,75,1582.5
2025-02-01,ZDTB6YRC5IDKT4R2,Pets Pharma,Levothyroxine,13.3,20,266.0
2025-02-01,PI479DWMEL49DPL4,Animal Meds Ltd.,Methimazole,127.75,22,2810.5
2025-02-01,8S3X2JZCH5K71AFI,Vet Pharma Inc.,Metronidazole,292.0,10,2920.0
2025-02-01,B7JEGQUMFMG0JZIT,Vet Pharma Inc.,Nutra Thrive Canine,9.78,60,586.8
2025-02-01,UO8CHM3L6IGITFAB,Pets Pharma,OncoCare,11.7,85,994.4999999999999
2025-02-01,CKF4GPOTOWEQ9SER,Animal Meds Ltd.,OraVet Dental Gel,61.0,25,1525.0
2025-02-01,COUP56YCN9BZVXOE,Pets Pharma,OtitisClean,32.5,15,487.5
2025-02-01,LQ7RTCXHMMF3Y80Q,Pets Pharma,Otomax (Mometasone Furoate),75.2,45,3384.0
2025-02-01,30C52KFX03UW5K5S,Animal Meds Ltd.,Palladia (Toceranib Phosphate),172.0,120,20640.0
2025-02-01,2OB2F3FPL5VLLNBV,Vet Pharma Inc.,Petromalt,36.0,25,900.0
2025-02-01,MS458VAHWC4QAPLP,Animal Meds Ltd.,Phenobarbital,119.5,30,3585.0
2025-02-01,NTZ78L8VN79BXB9I,Vet Pharma Inc.,Prednisolone,25.060000000000002,22,551.32
2025-02-01,9UFDIHPBMU02OQE3,Vet Pharma Inc.,Renal Support RX (Cat),30.98,50,1549.0
2025-02-01,VOBSKODJBAFYZYCA,Pets Pharma,RespiraTonic,9.120000000000001,30,273.6
2025-02-01,4ATF69SB9D73EBO5,Pets Pharma,RetinoGuard,40.0,50,2000.0
2025-02-01,TC0GX4FHI00I9NJV,Pets Pharma,Rimadyl (Carprofen),181.5,45,8167.5
2025-02-01,PTKX7S3PREH9SV71,Animal Meds Ltd.,SlimPaws,16.15,35,565.25
2025-02-01,OWRM7TN3GH7154K6,Vet Supplies Co.,ThyroVet,30.400000000000002,40,1216.0
2025-02-01,UHI6B0BCJPZS9P2M,Animal Meds Ltd.,Tobrex (Tobramycin),209.0,15,3135.0
2025-02-01,A9TJQCGYXVBHIOP1,Pets Pharma,Torbutrol (Butorphanol Tartrate),81.5,40,3260.0
2025-02-01,2FGH9F95GYD7W5DA,Pets Pharma,Tresaderm (Antibiotic Drops),150.5,20,3010.0
2025-02-01,CCQSLWXHZRF9ED69,Vet Supplies Co.,UroVet,78.85,28,2207.7999999999997
2025-02-01,20NCWVSMXBURUL4F,Vet Pharma Inc.,Vetmedin (Pimobendan),1253.0,60,75180.0
2025-02-01,2IWCJRYLHBTZ0T4R,Pets Pharma,VetriScience Perio Support,11.18,28,313.03999999999996
2025-02-01,3I2HJ2YY0P423O5R,Animal Meds Ltd.,Virbac C.E.T. Enzymatic Oral Gel,72.0,15,1080.0
2025-02-01,GEIONDCIYT4OFVUU,Pets Pharma,WetTailMed,31.1,12,373.20000000000005
2025-02-01,D0M8JZ3O21EP7TEA,Vet Supplies Co.,WormAway,7.029999999999999,10,70.3
2025-02-01,O0XXOY3OB2G491FT,Vet Pharma Inc.,WormGuard,9.24,15,138.6
2025-02-01,I83G39K3YDF38IX6,Vet Pharma Inc.,Zyrtec (Cetirizine),61.0,20,1220.0
2025-03-01,UJG2QE9SY5V5LM7L,Animal Meds Ltd.,Adequan Canine,383.0,50,19150.0
2025-03-01,LMQX45EGWT6BSZ7M,Vet Supplies Co.,Adequan Canine Injection,203.0,60,12180.0
2025-03-01,C944Z5C82962P5IP,Vet Pharma Inc.,AllerEx,24.64,22,542.08
2025-03-01,0ONN4L57PHKWBV3I,Vet Supplies Co.,ArthriFlex,14.34,30,430.2
2025-03-01,9080G7UQK3OHX4P9,Vet Pharma Inc.,Arthroflex,33.8,35,1183.0
2025-03-01,8YERN4BAL64D6HVO,Pets Pharma,Atopica (Cyclosporine),243.0,90,21870.0
2025-03-01,KU48UEPEU5W39CBE,Animal Meds Ltd.,Beano,15.8,20,316.0
2025-03-01,2KV580ESB7JV3O13,Vet Supplies Co.,BoneHeal,8.54,40,341.59999999999997
2025-03-01,T1NM7DB1AFOFK9DL,Animal Meds Ltd.,Canine Eye Health,7.28,30,218.4
2025-03-01,7FVIQW161TYFSCQ3,Pets Pharma,CardioVet,46.480000000000004,50,2324.0
2025-03-01,B2FVRZ3KZJ3N1QKA,Pets Pharma,Cephalexin (500 mg),120.0,20,2400.0
2025-03-01,KVQH95GT3N5BYY93,Vet Supplies Co.,Cerenia (Maropitant),131.0,50,6550.0
2025-03-01,8ZKRMSSLJ3CKN5LW,Animal Meds Ltd.,Clavamox (Amoxicillin + Clavulanic),210.5,25,5262.5
2025-03-01,30S4ZPSOH0RL15BZ,Animal Meds Ltd.,Clavamox (Amoxicillin/Clavulanic),198.0,25,4950.0
2025-03-01,ZL6LJZYFICIZ9NQO,Vet Pharma Inc.,CushiVet,28.88,45,1299.6
2025-03-01,F7S5FTWLJKVX756K,Vet Pharma Inc.,Cystaid,67.5,30,2025.0
2025-03-01,E771M2I9TLGAVP4I,Animal Meds Ltd.,Dasuquin Advanced,58.3,70,4081.0
2025-03-01,WLW8PE4ISV63PNA3,Vet Pharma Inc.,Dermacure,6.76,18,121.67999999999999
2025-03-01,5Q6121NSN9KTLJ14,Pets Pharma,DiarStop,121.76,15,1826.4
2025-03-01,5NNO1EFPX5O2WVPD,Vet Pharma Inc.,EarClear,19.6,10,196.0
2025-03-01,WXVV5VXGD1BTDZQE,Animal Meds Ltd.,Enrofloxacin (Baytril),132.5,20,2650.0
2025-03-01,U3VZ2FWLJ7W7LP0V,Vet Pharma Inc.,Enzymatic Dental Gel,3.24,25,81.0
2025-03-01,41Q04MFNW930GWCS,Animal Meds Ltd.,EyeClear,43.2,18,777.6
2025-03-01,3TKX0HKM8FNFY60A,Vet Supplies Co.,Fenbendazole (Panacur),403.0,22,8866.0
2025-03-01,M4UYAHC5RL70HSAA,Vet Pharma Inc.,FleaGuard,13.530000000000001,20,270.6
2025-03-01,BPSJEVG8DVUOKFM8,Animal Meds Ltd.,FleaStop,14.2,25,355.0
2025-03-01,JTNN8QJHKGIPTXCG,Vet Pharma Inc.,FlexiJoint (Dog),8.9,50,445.0
2025-03-01,6RCOFYWKC5FTYHSD,Vet Supplies Co.,Frontline Plus,392.0,35,13720.0
2025-03-01,8PQ6Z4F252S06778,Pets Pharma,FungalGuard,11.7,40,468.0
2025-03-01,O5K4PEVCEFFPSX9U,Pets Pharma,Gabapentin,150.0,55,8250.0
2025-03-01,F1KMV9UON6MCNKGE,Pets Pharma,GingivaPlus,3.95,28,110.60000000000001
2025-03-01,WMJTY8N1C4L4GFTG,Vet Pharma Inc.,Griseofulvin,245.0,15,3675.0
2025-03-01,IYMJWCKS7GI30PM1,Pets Pharma,Hill's Prescription Diet w/d,12.2,75,915.0
2025-03-01,EL67551WKU8OXZOA,Vet Supplies Co.,Levothyroxine,17.05,20,341.0
2025-03-01,3ZBEG3NNUW120TF2,Animal Meds Ltd.,Methimazole,132.25,22,2909.5
2025-03-01,6HSB87IS087F9OOK,Vet Supplies Co.,Metronidazole,462.0,10,4620.0
2025-03-01,89QMCO8ZWNYAEWZS,Vet Pharma Inc.,Nutra Thrive Canine,4.4,60,264.0
2025-03-01,DYSZK7UQTF0PDKTB,Pets Pharma,OncoCare,20.84,85,1771.4
2025-03-01,8QPZNA7TN7X7200U,Vet Supplies Co.,OraVet Dental Gel,65.0,25,1625.0
2025-03-01,P2V66DOTR1KW6WKB,Vet Supplies Co.,OtitisClean,41.0,15,615.0
2025-03-01,T17MMLW542OEHG4Y,Vet Supplies Co.,Otomax (Mometasone Furoate),69.80000000000001,45,3141.0000000000005
2025-03-01,FA2EPP7RXT8AEGDA,Pets Pharma,Palladia (Toceranib Phosphate),158.5,120,19020.0
2025-03-01,I1D6X47DTCWU401H,Vet Supplies Co.,Petromalt,13.4,25,335.0
2025-03-01,KEWA0GF8W774180G,Animal Meds Ltd.,Phenobarbital,164.5,30,4935.0
2025-03-01,FA7N18OS5U4RTKLH,Vet Pharma Inc.,Prednisolone,11.620000000000001,22,255.64000000000001
2025-03-01,N1UAFJ0ZXOCT84TK,Vet Pharma Inc.,Renal Support RX (Cat),35.28,50,1764.0
2025-03-01,452AI2BK6NRKMIAF,Animal Meds Ltd.,RespiraTonic,14.46,30,433.8
2025-03-01,2NSDF0URN0X6GHQK,Pets Pharma,RetinoGuard,38.0,50,1900.0
2025-03-01,WH9B2M8QER5A9LFN,Vet Supplies Co.,Rimadyl (Carprofen),227.5,45,10237.5
2025-03-01,YJNPWK5EFMZV6R2N,Animal Meds Ltd.,SlimPaws,9.82,35,343.7
2025-03-01,QQ61YSA5288TO68Q,Vet Supplies Co.,ThyroVet,40.85,40,1634.0
2025-03-01,OOH85K36K8QDL3VB,Vet Pharma Inc.,Tobrex (Tobramycin),173.0,15,2595.0
2025-03-01,J82CM2D5JPACQ7R8,Pets Pharma,Torbutrol (Butorphanol Tartrate),47.5,40,1900.0
2025-03-01,PHKCHZF4G037XMFI,Pets Pharma,Tresaderm (Antibiotic Drops),134.5,20,2690.0
2025-03-01,BHVVAB5QB7CGZZ2B,Vet Pharma Inc.,UroVet,84.08000000000001,28,2354.2400000000002
2025-03-01,1UO8M5ZVV72TZOJT,Animal Meds Ltd.,Vetmedin (Pimobendan),1174.0,60,70440.0
2025-03-01,I2Y97P6KMJG9UXEW,Vet Pharma Inc.,VetriScience Perio Support,12.3,28,344.40000000000003
2025-03-01,8ZKCL6PB4HHA4TW8,Animal Meds Ltd.,Virbac C.E.T. Enzymatic Oral Gel,104.2,15,1563.0
2025-03-01,B6UKBAYG6RJFWQXV,Pets Pharma,WetTailMed,21.4,12,256.79999999999995
2025-03-01,1WK2NER6BMWS5JZC,Pets Pharma,WormAway,6.54,10,65.4
2025-03-01,M0LZSL80OWIB0PLH,Vet Supplies Co.,WormGuard,13.71,15,205.65
2025-03-01,V22XPWI9JL7Q6D19,Pets Pharma,Zyrtec (Cetirizine),75.0,20,1500.0
2025-04-01,QFI3I7IMW9ORYOCW,Animal Meds Ltd.,Adequan Canine,307.0,50,15350.0
2025-04-01,1CYB9VM274CDC8QN,Vet Supplies Co.,Adequan Canine Injection,203.0,60,12180.0
2025-04-01,BAJ1211TR4FI32TJ,Vet Pharma Inc.,AllerEx,10.559999999999999,22,232.31999999999996
2025-04-01,8DY1U6R0RYV4EEBT,Vet Pharma Inc.,ArthriFlex,10.36,30,310.79999999999995
2025-04-01,MRVI9E3ENFBOMYVX,Vet Pharma Inc.,Arthroflex,41.8,35,1463.0
2025-04-01,3LS392C4K6270HM9,Pets Pharma,Atopica (Cyclosporine),193.5,90,17415.0
2025-04-01,HJF0KQ8PJXY14UM4,Animal Meds Ltd.,Beano,25.9,20,518.0
2025-04-01,QTCVJMNLCVULHZHF,Vet Supplies Co.,BoneHeal,13.08,40,523.2
2025-04-01,KM9BXAINSWDL9IRL,Vet Pharma Inc.,Canine Eye Health,5.300000000000001,30,159.00000000000003
2025-04-01,IG21DS872LUOYL6N,Vet Supplies Co.,CardioVet,33.04,50,1652.0
2025-04-01,YFX9WHVDWYUGN8RV,Pets Pharma,Cephalexin (500 mg),45.0,20,900.0
2025-04-01,YCKT1ILBMN4JSC5B,Animal Meds Ltd.,Cerenia (Maropitant),207.0,50,10350.0
2025-04-01,4WR9Q7GJETBY7998,Vet Supplies Co.,Clavamox (Amoxicillin + Clavulanic),184.0,25,4600.0
2025-04-01,XHQK8BYYCMWZY4EG,Animal Meds Ltd.,Clavamox (Amoxicillin/Clavulanic),211.0,25,5275.0
2025-04-01,F99L5ISQZMG58LWY,Vet Pharma Inc.,CushiVet,25.07,45,1128.15
2025-04-01,8HVST94877Y3LHCC,Pets Pharma,Cystaid,76.5,30,2295.0
2025-04-01,DH8AHM1ZLC3KDS9G,Vet Supplies Co.,Dasuquin Advanced,49.6,70,3472.0
2025-04-01,AL4O6QL9LN8UTQC6,Pets Pharma,Dermacure,12.1,18,217.79999999999998
2025-04-01,1PJ87Y3KWGYZ2K1Y,Vet Supplies Co.,DiarStop,139.95,15,2099.25
2025-04-01,5WMMHWCO5IG0PYIJ,Animal Meds Ltd.,EarClear,28.6,10,286.0
2025-04-01,LE1VKB984BFWWTDE,Vet Supplies Co.,Enrofloxacin (Baytril),144.0,20,2880.0
2025-04-01,HOWOVMTXINLB2OCB,Vet Pharma Inc.,Enzymatic Dental Gel,8.66,25,216.5
2025-04-01,3BU3N2UXQ897XXHR,Vet Supplies Co.,EyeClear,44.0,18,792.0
2025-04-01,1A8GDLGMSQAGWGXT,Vet Supplies Co.,Fenbendazole (Panacur),316.0,22,6952.0
2025-04-01,NDDSY2BZED2A09JN,Vet Pharma Inc.,FleaGuard,5.39,20,107.8
2025-04-01,0QIX2Q8DDTEE98X8,Animal Meds Ltd.,FleaStop,11.17,25,279.25
2025-04-01,AVQXZJ1VOJLACNZ9,Vet Supplies Co.,FlexiJoint (Dog),15.54,50,777.0
2025-04-01,4PWRTPAHA4RFWFFY,Pets Pharma,Frontline Plus,235.0,35,8225.0
2025-04-01,JSP2HLDVZWPB23KN,Pets Pharma,FungalGuard,14.02,40,560.8
2025-04-01,UF4YW4EYZJX2LKQW,Animal Meds Ltd.,Gabapentin,53.5,55,2942.5
2025-04-01,WCG0POMUGOO3RK3Z,Animal Meds Ltd.,GingivaPlus,12.61,28,353.08
2025-04-01,P8YN2M0JWZW5L8F3,Pets Pharma,Griseofulvin,273.5,15,4102.5
2025-04-01,AVCA3JSDGUH2CS59,Vet Supplies Co.,Hill's Prescription Diet w/d,15.85,75,1188.75
2025-04-01,HPZJHL6MUB7LBZ5Y,Animal Meds Ltd.,Levothyroxine,12.55,20,251.0
2025-04-01,C4X6LYQZ4PYJXRC9,Vet Pharma Inc.,Methimazole,106.75,22,2348.5
2025-04-01,ZXW4MFJT86SAW1LC,Pets Pharma,Metronidazole,407.0,10,4070.0
2025-04-01,I3GZOJQ6BVMOV81L,Animal Meds Ltd.,Nutra Thrive Canine,6.5,60,390.0
2025-04-01,GNL5BDO50ZXE6K6O,Pets Pharma,OncoCare,15.96,85,1356.6000000000001
2025-04-01,LY4OKWUSY8XUGUXJ,Vet Pharma Inc.,OraVet Dental Gel,67.75,25,1693.75
2025-04-01,KOPVRUFP3UCBC3S3,Vet Pharma Inc.,OtitisClean,42.1,15,631.5
2025-04-01,U68HUMYMPJ62VJGM,Vet Pharma Inc.,Otomax (Mometasone Furoate),61.6,45,2772.0
2025-04-01,8E7G81MZYD0RRTLT,Pets Pharma,Palladia (Toceranib Phosphate),202.0,120,24240.0
2025-04-01,TUAK721M2BXZ38QD,Vet Supplies Co.,Petromalt,16.6,25,415.00000000000006
2025-04-01,I874JGOR66H812XQ,Animal Meds Ltd.,Phenobarbital,131.5,30,3945.0
2025-04-01,ETQKTL2F4FQ2Y3M2,Animal Meds Ltd.,Prednisolone,15.780000000000001,22,347.16
2025-04-01,8N1LQPBC4RLS8CZX,Pets Pharma,Renal Support RX (Cat),38.980000000000004,50,1949.0000000000002
2025-04-01,7DBYV58RFZK87LNI,Animal Meds Ltd.,RespiraTonic,17.14,30,514.2
2025-04-01,5KVRMHPPF3KHEY76,Vet Supplies Co.,RetinoGuard,47.2,50,2360.0
2025-04-01,E62ORN11N240UW85,Pets Pharma,Rimadyl (Carprofen),214.5,45,9652.5
2025-04-01,J7E79UA7AMIB5A1E,Vet Pharma Inc.,SlimPaws,14.16,35,495.6
2025-04-01,NBM8I4KG4LC5JX1D,Vet Supplies Co.,ThyroVet,33.53,40,1341.2
2025-04-01,SRSR8FKVXYMEJ7LI,Animal Meds Ltd.,Tobrex (Tobramycin),195.5,15,2932.5
2025-04-01,MO34YGPJK3RCU8VX,Pets Pharma,Torbutrol (Butorphanol Tartrate),71.5,40,2860.0
2025-04-01,VMUD5Q5LBVDVM4X6,Vet Supplies Co.,Tresaderm (Antibiotic Drops),106.5,20,2130.0
2025-04-01,ZIIZTET4BY6D32XI,Vet Supplies Co.,UroVet,66.94,28,1874.32
2025-04-01,1HNGOOF303DKEVKI,Vet Pharma Inc.,Vetmedin (Pimobendan),1165.0,60,69900.0
2025-04-01,CO08DR2DOW9Y5WZ4,Pets Pharma,VetriScience Perio Support,2.2,28,61.60000000000001
2025-04-01,ZB3NIPD67D1Y11LI,Vet Supplies Co.,Virbac C.E.T. Enzymatic Oral Gel,97.0,15,1455.0
2025-04-01,9996UQKCUXANTSF4,Animal Meds Ltd.,WetTailMed,28.9,12,346.79999999999995
2025-04-01,UVB1PP1JF88JL25J,Animal Meds Ltd.,WormAway,15.75,10,157.5
2025-04-01,AF6EY19T0YMQ56Y9,Vet Supplies Co.,WormGuard,8.06,15,120.9
2025-04-01,9LTR61UDNJIDTTEX,Vet Pharma Inc.,Zyrtec (Cetirizine),66.6,20,1332.0
2025-05-01,QBBP13SK4016PZPL,Animal Meds Ltd.,Adequan Canine,122.0,50,6100.0
2025-05-01,IDCWNQHKNZE40CJ5,Pets Pharma,Adequan Canine Injection,194.0,60,11640.0
2025-05-01,KYUDYPR79H2F7CCC,Vet Pharma Inc.,AllerEx,19.36,22,425.91999999999996
2025-05-01,M34IKZ6U2MYKLVS1,Pets Pharma,ArthriFlex,3.24,30,97.2
2025-05-01,GRRCRC3TL3CXFHXR,Vet Supplies Co.,Arthroflex,48.400000000000006,35,1694.0000000000002
2025-05-01,LJ9L4UNC0WPYSOUD,Vet Supplies Co.,Atopica (Cyclosporine),167.5,90,15075.0
2025-05-01,81HGU3UVG47MWQLB,Pets Pharma,Beano,28.4,20,568.0
2025-05-01,P6H9UIZZHWCZT4DY,Animal Meds Ltd.,BoneHeal,6.98,40,279.20000000000005
2025-05-01,3ROBZJ3ZBVRM9KQS,Pets Pharma,Canine Eye Health,4.24,30,127.2
2025-05-01,8EC7ZTA4YV6BLQ7U,Pets Pharma,CardioVet,40.08,50,2004.0
2025-05-01,BY0O4XEO9Y4VBR5U,Vet Supplies Co.,Cephalexin (500 mg),88.0,20,1760.0
2025-05-01,S9LS58UBMK8BUZT1,Animal Meds Ltd.,Cerenia (Maropitant),247.0,50,12350.0
2025-05-01,71609FNH8M07KBUL,Vet Pharma Inc.,Clavamox (Amoxicillin + Clavulanic),159.0,25,3975.0
2025-05-01,QRTXNP376E4EOFJ5,Vet Supplies Co.,Clavamox (Amoxicillin/Clavulanic),155.0,25,3875.0
2025-05-01,XXCR7AH2DUHX4D95,Pets Pharma,CushiVet,27.48,45,1236.6
2025-05-01,L8CSCAOMFEIJ4NMJ,Vet Pharma Inc.,Cystaid,98.5,30,2955.0
2025-05-01,SX76QVHBYUZ96VJA,Vet Pharma Inc.,Dasuquin Advanced,35.7,70,2499.0
2025-05-01,JOXXBQRG3NXDZSDV,Vet Pharma Inc.,Dermacure,9.48,18,170.64000000000001
2025-05-01,ZDYEMSE9O7L1IY3E,Vet Pharma Inc.,DiarStop,129.67000000000002,15,1945.0500000000002
2025-05-01,J8ZQ6O2V1NF0NC97,Pets Pharma,EarClear,24.9,10,249.0
2025-05-01,X3U8FVZQLYUA0GZP,Animal Meds Ltd.,Enrofloxacin (Baytril),92.5,20,1850.0
2025-05-01,57QAQ3PDYMCFGRQ3,Animal Meds Ltd.,Enzymatic Dental Gel,7.28,25,182.0
2025-05-01,CAWXPZ7HX9ZOG2VN,Vet Pharma Inc.,EyeClear,59.8,18,1076.3999999999999
2025-05-01,5WLIGKSMTP4ODZ8L,Pets Pharma,Fenbendazole (Panacur),237.0,22,5214.0
2025-05-01,ANIFZITEC35I2EWF,Vet Supplies Co.,FleaGuard,13.75,20,275.0
2025-05-01,5KPNUYAI50RHZ53G,Vet Pharma Inc.,FleaStop,12.03,25,300.75
2025-05-01,CYXLSJD40KC0ZSKT,Vet Pharma Inc.,FlexiJoint (Dog),9.96,50,498.00000000000006
2025-05-01,M38AP1Y2I3FZ63GU,Pets Pharma,Frontline Plus,177.0,35,6195.0
2025-05-01,7RUGMX6BS9JXL660,Vet Pharma Inc.,FungalGuard,16.02,40,640.8
2025-05-01,AV8B4K2IHXGVH2D7,Vet Pharma Inc.,Gabapentin,70.0,55,3850.0
2025-05-01,9VMEZHF5R3W4QQG6,Vet Supplies Co.,GingivaPlus,10.75,28,301.0
2025-05-01,BS3GEJRZWI97B2Y2,Animal Meds Ltd.,Griseofulvin,123.0,15,1845.0
2025-05-01,AK1PCW8DSDAVOAH9,Animal Meds Ltd.,Hill's Prescription Diet w/d,8.100000000000001,75,607.5000000000001
2025-05-01,A3GPUAW3R897LVGR,Animal Meds Ltd.,Levothyroxine,12.350000000000001,20,247.00000000000003
2025-05-01,XCLLDZ0DLQV29TP4,Vet Supplies Co.,Methimazole,94.0,22,2068.0
2025-05-01,V386HKZ99VH7N5G1,Vet Pharma Inc.,Metronidazole,216.0,10,2160.0
2025-05-01,2A4CQI46SMYK35NK,Pets Pharma,Nutra Thrive Canine,15.24,60,914.4
2025-05-01,4AYHOSA3EK6JSAB6,Animal Meds Ltd.,OncoCare,10.879999999999999,85,924.8
2025-05-01,EMPW20CHXU3H6NEW,Animal Meds Ltd.,OraVet Dental Gel,35.25,25,881.25
